Term1	Term2	Correlation
design	looking	0.9370426
design	paused	0.9370426
detect	tremendous	0.9370426
different	forevermore	0.9370426
different	helped	0.9370426
different	landscape	0.9370426
different	mechlin	0.9370426
different	steals	0.9370426
dimly	making	0.9370426
dimly	pane	0.9370426
dimly	risk	0.9370426
dimly	scrutinize	0.9370426
dimly	shadows	0.9370426
dimly	tore	0.9370426
dip	remorse	0.9370426
disclose	letter	0.9370426
disclose	streets	0.9370426
disclose	window	0.9370426
disclosed	hinder	0.9370426
disclosed	mention	0.9370426
disdain	faithful	0.9370426
disdain	glad	0.9370426
disdain	pink	0.9370426
disdain	warm	0.9370426
dissolve	hair	0.9370426
dissolve	village	0.9370426
dissolve	wherefore	0.9370426
dissolved	presuming	0.9370426
dissolved	retreat	0.9370426
dissolved	robe	0.9370426
dissolved	shuts	0.9370426
dissolved	springs	0.9370426
dissolved	staid	0.9370426
dissolved	transporting	0.9370426
dissolved	windows	0.9370426
distinct	taste	0.9370426
divinity	homesick	0.9370426
divinity	ones	0.9370426
domingo	toil	0.9370426
draw	ring	0.9370426
draw	twill	0.9370426
dress	faithful	0.9370426
dress	glad	0.9370426
dress	pink	0.9370426
dress	warm	0.9370426
dripping	failed	0.9370426
dropped	expands	0.9370426
dropped	felicity	0.9370426
dropped	judged	0.9370426
dropped	plank	0.9370426
dropped	pondered	0.9370426
dropped	practised	0.9370426
dropped	reason	0.9370426
dropped	sauntering	0.9370426
dropped	sounded	0.9370426
dropped	spurn	0.9370426
dropped	weed	0.9370426
dropped	worked	0.9370426
dropped	worlds	0.9370426
dry	hair	0.9370426
dry	village	0.9370426
dry	wherefore	0.9370426
eaves	used	0.9370426
eden	frail	0.9370426
eden	splits	0.9370426
eden	throat	0.9370426
eider	hair	0.9370426
eider	village	0.9370426
eider	wherefore	0.9370426
enable	equally	0.9370426
enable	sealed	0.9370426
entered	value	0.9370426
entertains	patient	0.9370426
entertains	thanksgiving	0.9370426
entire	ghost	0.9370426
entire	holy	0.9370426
entire	location's	0.9370426
entire	salary	0.9370426
entire	souvenir	0.9370426
entire	undone	0.9370426
entire	walking	0.9370426
equally	hospitality	0.9370426
equally	lutes	0.9370426
equally	ma	0.9370426
equally	sense	0.9370426
equally	split	0.9370426
equally	table	0.9370426
equally	width	0.9370426
escape	fading	0.9370426
escape	slid	0.9370426
escape	species	0.9370426
escape	violets	0.9370426
esoteric	prospective	0.9370426
estate	taste	0.9370426
estimate	homesick	0.9370426
estimate	ones	0.9370426
estranged	wandering	0.9370426
ethereal	faithful	0.9370426
ethereal	glad	0.9370426
ethereal	pink	0.9370426
ethereal	warm	0.9370426
event	expands	0.9370426
event	felicity	0.9370426
event	judged	0.9370426
event	plank	0.9370426
event	pondered	0.9370426
event	practised	0.9370426
event	reason	0.9370426
event	sauntering	0.9370426
event	sounded	0.9370426
event	spurn	0.9370426
event	weed	0.9370426
event	worked	0.9370426
event	worlds	0.9370426
evidence	prospective	0.9370426
expands	smiling	0.9370426
expands	suppose	0.9370426
expands	wings	0.9370426
extremity	failed	0.9370426
fading	touched	0.9370426
failed	fainter	0.9370426
failed	foe	0.9370426
failed	identity	0.9370426
failed	john	0.9370426
failed	knock	0.9370426
failed	noons	0.9370426
failed	periods	0.9370426
failed	presumptuous	0.9370426
failed	snake	0.9370426
failed	unexpected	0.9370426
fainting	hair	0.9370426
fainting	village	0.9370426
fainting	wherefore	0.9370426
faithful	glow	0.9370426
faithful	loved	0.9370426
faithful	pursue	0.9370426
faithful	quite	0.9370426
faithful	roads	0.9370426
faithful	worms	0.9370426
fall	letter	0.9370426
fall	streets	0.9370426
fall	window	0.9370426
family	girl	0.9370426
fan	homesick	0.9370426
fan	ones	0.9370426
fathoms	seas	0.9370426
felicity	smiling	0.9370426
felicity	suppose	0.9370426
felicity	wings	0.9370426
final	wandering	0.9370426
fine	tremendous	0.9370426
finger	hair	0.9370426
finger	village	0.9370426
finger	wherefore	0.9370426
finite	wandering	0.9370426
firm	prospective	0.9370426
floods	forevermore	0.9370426
floods	helped	0.9370426
floods	landscape	0.9370426
floods	mechlin	0.9370426
floods	steals	0.9370426
follow	used	0.9370426
fond	patient	0.9370426
fond	thanksgiving	0.9370426
forbid	taste	0.9370426
forces	hair	0.9370426
forces	village	0.9370426
forces	wherefore	0.9370426
forest	remorse	0.9370426
forevermore	plucking	0.9370426
forevermore	pushed	0.9370426
forevermore	turns	0.9370426
forget	used	0.9370426
forgot	frail	0.9370426
forgot	splits	0.9370426
forgot	throat	0.9370426
formula	making	0.9370426
formula	pane	0.9370426
formula	risk	0.9370426
formula	scrutinize	0.9370426
formula	shadows	0.9370426
formula	tore	0.9370426
forth	looking	0.9370426
forth	paused	0.9370426
fragrant	stranger	0.9370426
frail	humming	0.9370426
fresh	patient	0.9370426
fresh	thanksgiving	0.9370426
gentlemen	prospective	0.9370426
girl	inspect	0.9370426
girl	lily	0.9370426
girl	madness	0.9370426
girl	smiles	0.9370426
girl	time's	0.9370426
girl	vision	0.9370426
girl	yes	0.9370426
glad	glow	0.9370426
glad	loved	0.9370426
glad	pursue	0.9370426
glad	quite	0.9370426
glad	roads	0.9370426
glad	worms	0.9370426
globe	wandering	0.9370426
glow	pink	0.9370426
glow	warm	0.9370426
goodbye	letter	0.9370426
goodbye	streets	0.9370426
goodbye	window	0.9370426
gray	remorse	0.9370426
hair	intact	0.9370426
hair	pours	0.9370426
hair	robin	0.9370426
hair	robins	0.9370426
hair	runs	0.9370426
hair	simplicity	0.9370426
hang	truth	0.9370426
harass	used	0.9370426
harm	stranger	0.9370426
haunt	seas	0.9370426
helped	plucking	0.9370426
helped	pushed	0.9370426
helped	turns	0.9370426
hinder	impotent	0.9370426
hinder	lip	0.9370426
hinder	polite	0.9370426
hinder	sung	0.9370426
hinder	veins	0.9370426
hit	letter	0.9370426
hit	streets	0.9370426
hit	window	0.9370426
holds	tremendous	0.9370426
holiness	used	0.9370426
homesick	liked	0.9370426
homesick	lonesome	0.9370426
homesick	opportunity	0.9370426
homesick	remember	0.9370426
homesick	spill	0.9370426
homesick	throne	0.9370426
homesick	wrestle	0.9370426
honored	woman's	0.9370426
hospitality	sealed	0.9370426
houses	looking	0.9370426
houses	paused	0.9370426
humming	splits	0.9370426
humming	throat	0.9370426
hurry	ring	0.9370426
hurry	twill	0.9370426
hurt	stranger	0.9370426
impotent	mention	0.9370426
infer	toil	0.9370426
intact	village	0.9370426
intact	wherefore	0.9370426
interval	taste	0.9370426
interview	tremendous	0.9370426
inundation	tremendous	0.9370426
journey	taste	0.9370426
judged	smiling	0.9370426
judged	suppose	0.9370426
judged	wings	0.9370426
judgment	letter	0.9370426
judgment	streets	0.9370426
judgment	window	0.9370426
junior	letter	0.9370426
junior	streets	0.9370426
junior	window	0.9370426
kingdom	prospective	0.9370426
kissed	used	0.9370426
lamp	playing	0.9370426
landscape	plucking	0.9370426
landscape	pushed	0.9370426
landscape	turns	0.9370426
lanes	prospective	0.9370426
large	taste	0.9370426
lark	value	0.9370426
lasts	patient	0.9370426
lasts	thanksgiving	0.9370426
laws	tremendous	0.9370426
legend	toil	0.9370426
letter	seraphim	0.9370426
letter	spent	0.9370426
letter	strange	0.9370426
letter	wealth	0.9370426
license	perceive	0.9370426
license	yield	0.9370426
liked	ones	0.9370426
lip	mention	0.9370426
lone	wandering	0.9370426
lonesome	ones	0.9370426
looking	loud	0.9370426
looking	portentous	0.9370426
looking	sands	0.9370426
looking	signs	0.9370426
lose	toil	0.9370426
loud	paused	0.9370426
loved	pink	0.9370426
loved	warm	0.9370426
lutes	sealed	0.9370426
ma	sealed	0.9370426
mankind	truth	0.9370426
marvel	wandering	0.9370426
match	remorse	0.9370426
mechlin	plucking	0.9370426
mechlin	pushed	0.9370426
mechlin	turns	0.9370426
mention	polite	0.9370426
mention	sung	0.9370426
mention	veins	0.9370426
meridian	stranger	0.9370426
miles	perceive	0.9370426
miles	yield	0.9370426
mold	prospective	0.9370426
morning's	ring	0.9370426
morning's	twill	0.9370426
mornings	remorse	0.9370426
mountain	tremendous	0.9370426
nameless	truth	0.9370426
nearer	taste	0.9370426
newer	wandering	0.9370426
noise	stranger	0.9370426
o'er	perennial	0.9370426
o'er	pools	0.9370426
observation	playing	0.9370426
ones	opportunity	0.9370426
ones	remember	0.9370426
ones	spill	0.9370426
ones	throne	0.9370426
ones	wrestle	0.9370426
orient	patient	0.9370426
orient	thanksgiving	0.9370426
ought	seas	0.9370426
overtake	woman's	0.9370426
parted	used	0.9370426
passes	tremendous	0.9370426
pathetic	wandering	0.9370426
patient	skill	0.9370426
patient	slower	0.9370426
patient	termed	0.9370426
patient	tonight	0.9370426
patient	venture	0.9370426
patient	wrecked	0.9370426
paused	portentous	0.9370426
paused	sands	0.9370426
paused	signs	0.9370426
pay	ring	0.9370426
pay	twill	0.9370426
perceive	result	0.9370426
perceive	soon	0.9370426
perceive	vanquished	0.9370426
perceive	wiser	0.9370426
perennial	pound	0.9370426
perennial	says	0.9370426
perennial	seek	0.9370426
perennial	steady	0.9370426
perennial	stiller	0.9370426
perennial	triumph	0.9370426
perennial	wild	0.9370426
perpetual	value	0.9370426
pink	pursue	0.9370426
pink	quite	0.9370426
pink	roads	0.9370426
pink	worms	0.9370426
plank	smiling	0.9370426
plank	suppose	0.9370426
plank	wings	0.9370426
playing	spot	0.9370426
pleased	prospective	0.9370426
plucking	steals	0.9370426
pondered	smiling	0.9370426
pondered	suppose	0.9370426
pondered	wings	0.9370426
pools	pound	0.9370426
pools	says	0.9370426
pools	seek	0.9370426
pools	steady	0.9370426
pools	stiller	0.9370426
pools	triumph	0.9370426
pools	wild	0.9370426
pours	village	0.9370426
pours	wherefore	0.9370426
practise	toil	0.9370426
practised	smiling	0.9370426
practised	suppose	0.9370426
practised	wings	0.9370426
presuming	secreted	0.9370426
problem	wandering	0.9370426
prospective	society	0.9370426
prospective	wave	0.9370426
punctual	woman's	0.9370426
pursue	warm	0.9370426
pushed	steals	0.9370426
quite	warm	0.9370426
race	shawl	0.9370426
reason	smiling	0.9370426
reason	suppose	0.9370426
reason	wings	0.9370426
red	value	0.9370426
remorse	reserved	0.9370426
remorse	ribbon	0.9370426
remorse	stile	0.9370426
remove	seas	0.9370426
repaired	value	0.9370426
respectful	truth	0.9370426
result	yield	0.9370426
retreat	secreted	0.9370426
rich	tremendous	0.9370426
rip	wandering	0.9370426
rivet	tremendous	0.9370426
roads	warm	0.9370426
robe	secreted	0.9370426
robin	village	0.9370426
robin	wherefore	0.9370426
robins	village	0.9370426
robins	wherefore	0.9370426
rooms	truth	0.9370426
runs	village	0.9370426
runs	wherefore	0.9370426
safer	woman's	0.9370426
sauntering	smiling	0.9370426
sauntering	suppose	0.9370426
sauntering	wings	0.9370426
science	tremendous	0.9370426
sealed	sense	0.9370426
sealed	split	0.9370426
sealed	table	0.9370426
sealed	width	0.9370426
seas	sinew	0.9370426
seas	start	0.9370426
secret	truth	0.9370426
secreted	shuts	0.9370426
secreted	springs	0.9370426
secreted	staid	0.9370426
secreted	transporting	0.9370426
secreted	windows	0.9370426
send	toil	0.9370426
separate	stranger	0.9370426
seraphim	streets	0.9370426
seraphim	window	0.9370426
shape	woman's	0.9370426
shelf	tremendous	0.9370426
shimmering	taste	0.9370426
shook	wandering	0.9370426
shores	truth	0.9370426
shows	tremendous	0.9370426
signal	woman's	0.9370426
simplicity	village	0.9370426
simplicity	wherefore	0.9370426
skill	thanksgiving	0.9370426
sleepy	used	0.9370426
slid	touched	0.9370426
slower	thanksgiving	0.9370426
smiling	sounded	0.9370426
smiling	spurn	0.9370426
smiling	weed	0.9370426
smiling	worked	0.9370426
smiling	worlds	0.9370426
solemn	taste	0.9370426
soon	yield	0.9370426
sooner	wandering	0.9370426
sounded	suppose	0.9370426
sounded	wings	0.9370426
species	touched	0.9370426
spent	streets	0.9370426
spent	window	0.9370426
spurn	suppose	0.9370426
spurn	wings	0.9370426
standing	value	0.9370426
steals	turns	0.9370426
strange	streets	0.9370426
strange	window	0.9370426
stranger	sue	0.9370426
stranger	unless	0.9370426
stranger	wide	0.9370426
streets	wealth	0.9370426
struggle	value	0.9370426
supple	wandering	0.9370426
suppose	weed	0.9370426
suppose	worked	0.9370426
suppose	worlds	0.9370426
supreme	truth	0.9370426
teasing	truth	0.9370426
termed	thanksgiving	0.9370426
thanksgiving	tonight	0.9370426
thanksgiving	venture	0.9370426
thanksgiving	wrecked	0.9370426
theirs	value	0.9370426
thinking	used	0.9370426
thunder	woman's	0.9370426
toil	tossed	0.9370426
touched	violets	0.9370426
truth	wedged	0.9370426
truth	wood	0.9370426
unobtrusive	wandering	0.9370426
vanquished	yield	0.9370426
warm	worms	0.9370426
wealth	window	0.9370426
weed	wings	0.9370426
wings	worked	0.9370426
wings	worlds	0.9370426
wiser	yield	0.9370426
woman's	you'd	0.9370426
acre	east	0.934947
dare	june	0.934947
makes	open	0.934947
hope	timid	0.9343532
hope	whatsoever	0.9343532
letter	memory	0.93398046
memory	streets	0.93398046
memory	window	0.93398046
help	mind	0.932965
adequate	dark	0.932007
dark	sovereign	0.932007
dying	shining	0.932007
astral	lie	0.931695
chose	lie	0.931695
cruising	lie	0.931695
lie	making	0.931695
lie	pane	0.931695
lie	risk	0.931695
lie	scrutinize	0.931695
lie	shadows	0.931695
lie	tore	0.931695
bride	distant	0.931695
comes	died	0.931695
infinite	power	0.931695
laugh	play	0.931695
abode	yesterday	0.9316683
aware	past	0.9316683
busy	perceive	0.9316683
busy	yield	0.9316683
creature	yesterday	0.9316683
deem	weary	0.9316683
different	transport	0.9316683
homesick	transport	0.9316683
lips	toil	0.9316683
lips	woman's	0.9316683
ones	transport	0.9316683
playing	weary	0.9316683
transport	turns	0.9316683
green	show	0.93155164
guess	leave	0.93155164
acquaintance	privilege	0.93155164
acquire	end	0.93155164
adorned	son	0.93155164
advanced	slow	0.93155164
afflicts	show	0.93155164
antiquated	end	0.93155164
apron	slow	0.93155164
awkward	privilege	0.93155164
base	end	0.93155164
berries	son	0.93155164
beryl	privilege	0.93155164
big	end	0.93155164
bodice	slow	0.93155164
boot	end	0.93155164
brown	son	0.93155164
buds	son	0.93155164
butterflies	privilege	0.93155164
centre	end	0.93155164
corn	end	0.93155164
crimson	privilege	0.93155164
crowd	son	0.93155164
detect	show	0.93155164
dissolve	son	0.93155164
dread	guess	0.93155164
dry	son	0.93155164
eider	son	0.93155164
enable	slow	0.93155164
end	entertains	0.93155164
end	fond	0.93155164
end	fresh	0.93155164
end	lasts	0.93155164
end	orient	0.93155164
end	skill	0.93155164
end	slower	0.93155164
end	termed	0.93155164
end	tonight	0.93155164
end	venture	0.93155164
end	wrecked	0.93155164
fact	guess	0.93155164
fainting	son	0.93155164
fine	show	0.93155164
finger	son	0.93155164
forces	son	0.93155164
frail	privilege	0.93155164
guess	history	0.93155164
guess	prism	0.93155164
guess	proof	0.93155164
guess	ruddy	0.93155164
guess	stain	0.93155164
holds	show	0.93155164
hospitality	slow	0.93155164
intact	son	0.93155164
interview	show	0.93155164
inundation	show	0.93155164
laws	show	0.93155164
lutes	slow	0.93155164
ma	slow	0.93155164
mountain	show	0.93155164
passes	show	0.93155164
pours	son	0.93155164
privilege	splits	0.93155164
privilege	throat	0.93155164
rich	show	0.93155164
rivet	show	0.93155164
robin	son	0.93155164
robins	son	0.93155164
runs	son	0.93155164
science	show	0.93155164
sense	slow	0.93155164
shelf	show	0.93155164
show	shows	0.93155164
simplicity	son	0.93155164
slow	split	0.93155164
slow	table	0.93155164
slow	width	0.93155164
come	size	0.9307578
makes	perish	0.93026054
afterward	can't	0.93026054
age	dream	0.93026054
ago	makes	0.93026054
astral	june	0.93026054
beholds	tho	0.93026054
beloved	east	0.93026054
below	cause	0.93026054
below	dared	0.93026054
below	defeated	0.93026054
below	divinity	0.93026054
below	estimate	0.93026054
below	fan	0.93026054
below	liked	0.93026054
below	lonesome	0.93026054
below	opportunity	0.93026054
below	remember	0.93026054
below	spill	0.93026054
below	throne	0.93026054
below	wrestle	0.93026054
blossom	makes	0.93026054
bobolinks	remote	0.93026054
bonnets	remote	0.93026054
borne	dream	0.93026054
bud	makes	0.93026054
burn	east	0.93026054
bustle	east	0.93026054
can't	defeat	0.93026054
can't	departed	0.93026054
can't	estranged	0.93026054
can't	final	0.93026054
can't	finite	0.93026054
can't	globe	0.93026054
can't	lone	0.93026054
can't	marvel	0.93026054
can't	newer	0.93026054
can't	pathetic	0.93026054
can't	problem	0.93026054
can't	rip	0.93026054
can't	shook	0.93026054
can't	sooner	0.93026054
can't	supple	0.93026054
can't	unobtrusive	0.93026054
carried	dream	0.93026054
chose	june	0.93026054
common	dream	0.93026054
contain	east	0.93026054
contained	half	0.93026054
count	tho	0.93026054
course	tho	0.93026054
covered	dream	0.93026054
crow	half	0.93026054
cruising	june	0.93026054
darker	tho	0.93026054
defrauded	remote	0.93026054
descending	east	0.93026054
dominion	tho	0.93026054
dream	hang	0.93026054
dream	mankind	0.93026054
dream	nameless	0.93026054
dream	respectful	0.93026054
dream	rooms	0.93026054
dream	secret	0.93026054
dream	shores	0.93026054
dream	supreme	0.93026054
dream	teasing	0.93026054
dream	wedged	0.93026054
dream	wood	0.93026054
dumb	tho	0.93026054
east	presuming	0.93026054
east	retreat	0.93026054
east	robe	0.93026054
east	shuts	0.93026054
east	springs	0.93026054
east	staid	0.93026054
east	transporting	0.93026054
east	windows	0.93026054
eaves	half	0.93026054
equal	remote	0.93026054
fed	tho	0.93026054
flutter	remote	0.93026054
follow	half	0.93026054
forget	half	0.93026054
fragrant	makes	0.93026054
half	harass	0.93026054
half	holiness	0.93026054
half	kissed	0.93026054
half	parted	0.93026054
half	sleepy	0.93026054
half	thinking	0.93026054
harm	makes	0.93026054
hurt	makes	0.93026054
imperial	remote	0.93026054
invitation	remote	0.93026054
june	making	0.93026054
june	pane	0.93026054
june	risk	0.93026054
june	scrutinize	0.93026054
june	shadows	0.93026054
june	tore	0.93026054
makes	meridian	0.93026054
makes	noise	0.93026054
makes	separate	0.93026054
makes	sue	0.93026054
makes	unless	0.93026054
makes	wide	0.93026054
means	remote	0.93026054
mystery	tho	0.93026054
negative	remote	0.93026054
person	remote	0.93026054
plan	remote	0.93026054
question	tho	0.93026054
remote	speech	0.93026054
remote	spicy	0.93026054
remote	steal	0.93026054
remote	store	0.93026054
remote	visited	0.93026054
remote	whosoever	0.93026054
root	tho	0.93026054
save	tho	0.93026054
strong	tho	0.93026054
takes	tho	0.93026054
amber	dew	0.9300465
bloom	dew	0.9300465
memory	ready	0.92960954
god	leaves	0.929105
homesick	sweet	0.92802364
ones	sweet	0.92802364
boy	look	0.9277389
adorned	rose	0.9274778
berries	rose	0.9274778
brown	rose	0.9274778
buds	rose	0.9274778
crowd	rose	0.9274778
dissolve	rose	0.9274778
dry	rose	0.9274778
eider	rose	0.9274778
fainting	rose	0.9274778
finger	rose	0.9274778
forces	rose	0.9274778
intact	rose	0.9274778
pours	rose	0.9274778
robin	rose	0.9274778
robins	rose	0.9274778
rose	runs	0.9274778
rose	simplicity	0.9274778
clause	tell	0.9266822
hinder	tell	0.9266822
mention	tell	0.9266822
believe	passion	0.9263671
believe	string	0.9263671
believe	bubble	0.9263671
believe	ceased	0.9263671
believe	developed	0.9263671
believe	hasn't	0.9263671
believe	thousand	0.9263671
blue	church	0.9263671
blue	comest	0.9263671
blue	concern	0.9263671
blue	dollie's	0.9263671
blue	fences	0.9263671
blue	gifts	0.9263671
blue	places	0.9263671
blue	shalt	0.9263671
blue	smile	0.9263671
blue	somebody	0.9263671
blue	stanza	0.9263671
blue	strove	0.9263671
beauty	claw	0.9258201
beauty	curious	0.9258201
beauty	sigh	0.9258201
autumn	tho	0.9256438
remote	shut	0.9256438
acquaintance	children	0.92447346
awkward	children	0.92447346
beryl	children	0.92447346
butterflies	children	0.92447346
children	crimson	0.92447346
children	frail	0.92447346
children	splits	0.92447346
children	throat	0.92447346
look	summer's	0.9237054
look	smaller	0.92329115
ajar	look	0.92329115
beggar	look	0.92329115
bulb	look	0.92329115
failure	look	0.92329115
